PeakID (cmd=annotatePeaks.pl repr_peaks_filtered.bed GRCh38.primary_assembly.genome.fa -gtf gencode.v45.primary_assembly.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
rep1_peak_7978	chr21	44206336	44206474	+	25	NA	intron (ENST00000423967.2, intron 2 of 3)	lncRNA-intron (ENST00000423967.2, intron 2 of 3)	994	ENST00000423967.2	ENSG00000232124	ENST00000423967			ENSG00000232124			lncRNA
rep1_peak_4166	chr15	92694110	92694275	+	25	NA	intron (ENST00000557398.2, intron 2 of 3)	protein_coding-intron (ENST00000557398.2, intron 2 of 3)	-17616	ENST00000431116.2	ENSG00000253954	ENST00000431116			HMGN1P38			processed_pseudogene
rep1_peak_6365	chr2	260932	261105	+	25	NA	promoter-TSS (ENST00000479739.6)	protein_coding-promoter-TSS (ENST00000479739.6)	305	ENST00000403657.5	ENSG00000035115	ENST00000488979			SH3YL1			protein_coding
rep1_peak_13101	chrY	387041	387213	+	25	NA	promoter-TSS (ENST00000711115.1)	protein_coding-promoter-TSS (ENST00000711115.1)	147	ENST00000711150.1	ENSG00000292349	ENST00000711150			ENSG00000292349			lncRNA
rep1_peak_5242	chr17	45425717	45425897	+	25	NA	promoter-TSS (ENST00000376922.6)	protein_coding-promoter-TSS (ENST00000376922.6)	-176	ENST00000376922.6	ENSG00000159314	ENST00000582826			ARHGAP27			protein_coding
rep1_peak_5143	chr17	38184727	38184932	+	25	NA	intron (ENST00000620215.3, intron 10 of 13)	protein_coding-intron (ENST00000620215.3, intron 10 of 13)	7726	ENST00000620215.3	ENSG00000274611	ENST00000620215			TBC1D3			protein_coding
rep1_peak_6550	chr2	46409161	46409508	+	25	NA	Intergenic	Intergenic	-15106	ENST00000418415.2	ENSG00000228100	ENST00000418415			LINC01820			lncRNA
rep1_peak_4790	chr16	85553502	85553682	+	25	NA	intron (ENST00000637419.1, intron 2 of 2)	protein_coding-intron (ENST00000637419.1, intron 2 of 2)	-2375	ENST00000635906.1	ENSG00000131149	ENST00000495192			GSE1			protein_coding
rep1_peak_3089	chr13	21603731	21604081	+	25	NA	promoter-TSS (ENST00000476895.5)	protein_coding-promoter-TSS (ENST00000476895.5)	-195	ENST00000476895.5	ENSG00000165487	ENST00000479790			MICU2			protein_coding
rep1_peak_6383	chr2	3519003	3519184	+	25	NA	promoter-TSS (ENST00000450917.1)	lncRNA-promoter-TSS (ENST00000450917.1)	-182	ENST00000450917.1	ENSG00000235078	ENST00000450917			ENSG00000235078			lncRNA
rep1_peak_10361	chr6	44246404	44246630	+	25	NA	promoter-TSS (ENST00000353801.7)	protein_coding-promoter-TSS (ENST00000353801.7)	351	ENST00000620073.4	ENSG00000096384	ENST00000620073			HSP90AB1			protein_coding
rep1_peak_8791	chr3	149277587	149277790	+	25	NA	intron (ENST00000482639.2, intron 2 of 5)	lncRNA-intron (ENST00000482639.2, intron 2 of 5)	-1024	ENST00000461341.2	ENSG00000240216	ENST00000461341			CPHL1P			transcribed_unitary_pseudogene
rep1_peak_8809	chr3	152970005	152970118	+	25	NA	Intergenic	Intergenic	-97217	ENST00000476476.1	ENSG00000241810	ENST00000476476			HMGN2P13			processed_pseudogene
rep1_peak_11471	chr7	140175447	140175687	+	25	NA	intron (ENST00000397560.7, intron 1 of 19)	protein_coding-intron (ENST00000397560.7, intron 1 of 19)	1416	ENST00000397560.7	ENSG00000006459	ENST00000472616			KDM7A			protein_coding
rep1_peak_4235	chr16	1913433	1913657	+	25	NA	intron (ENST00000454677.3, intron 1 of 1)	protein_coding-intron (ENST00000454677.3, intron 1 of 1)	4870	ENST00000454677.3	ENSG00000162040	ENST00000454677			HS3ST6			protein_coding
rep1_peak_10931	chr7	6081332	6081673	+	25	NA	promoter-TSS (ENST00000428901.1)	lncRNA-promoter-TSS (ENST00000428901.1)	-169	ENST00000687125.1	ENSG00000231704	ENST00000670544			ENSG00000231704			lncRNA
rep1_peak_2278	chr11	67614156	67614405	+	25	NA	promoter-TSS (ENST00000495263.2)	lncRNA-promoter-TSS (ENST00000495263.2)	-699	ENST00000495263.2	ENSG00000293486	ENST00000702579			ENSG00000293486			lncRNA
rep1_peak_8996	chr4	2963318	2963509	+	25	NA	promoter-TSS (ENST00000314262.10)	protein_coding-promoter-TSS (ENST00000314262.10)	-7	ENST00000416614.7	ENSG00000087269	ENST00000507120			NOP14			protein_coding
rep1_peak_1855	chr10	114346514	114346686	+	25	NA	intron (ENST00000696688.1, intron 1 of 19)	protein_coding-intron (ENST00000304129.9, intron 1 of 18)	-41467	ENST00000486300.1	ENSG00000169129	ENST00000304129			AFAP1L2			protein_coding
rep1_peak_11043	chr7	44019095	44019248	+	25	NA	promoter-TSS (ENST00000326391.6)	lncRNA-promoter-TSS (ENST00000326391.6)	-1	ENST00000326391.6	ENSG00000290872	ENST00000326391			ENSG00000290872			lncRNA
rep1_peak_10695	chr6	107114250	107114421	+	25	NA	promoter-TSS (ENST00000429433.3)	protein_coding-promoter-TSS (ENST00000429433.3)	97	ENST00000429433.3	ENSG00000178409	ENST00000429433			BEND3			protein_coding
rep1_peak_11800	chr8	79765275	79765566	+	25	NA	TTS (ENST00000518733.1)	protein_coding-TTS (ENST00000518733.1)	1055	ENST00000674192.1	ENSG00000164683	ENST00000521111			HEY1			protein_coding
rep1_peak_992	chr1	150876535	150876707	+	25	NA	promoter-TSS (ENST00000354396.6)	protein_coding-promoter-TSS (ENST00000354396.6)	-12	ENST00000505755.5	ENSG00000143437	ENST00000354396			ARNT			protein_coding
rep1_peak_4225	chr16	1191468	1191934	+	25	NA	intron (ENST00000711443.1, intron 1 of 3)	protein_coding-intron (ENST00000348261.11, intron 2 of 34)	-3328	ENST00000564954.1	ENSG00000196557	ENST00000565831			CACNA1H			protein_coding
rep1_peak_9858	chr5	109410607	109410779	+	25	NA	promoter-TSS (ENST00000361189.7)	protein_coding-promoter-TSS (ENST00000361189.7)	-719	ENST00000361189.7	ENSG00000198961	ENST00000511624			PJA2			protein_coding
rep1_peak_1353	chr1	231140030	231140341	+	25	NA	Intergenic	Intergenic	-21860	ENST00000435008.1	ENSG00000229595	ENST00000435008			ENSG00000229595			processed_pseudogene
rep1_peak_10168	chr6	15036795	15037096	+	24	NA	intron (ENST00000653525.1, intron 2 of 3)	lncRNA-intron (ENST00000437648.1, intron 2 of 3)	-14981	ENST00000629853.2	ENSG00000234261	ENST00000656344			ENSG00000234261			lncRNA
rep1_peak_7271	chr20	14878978	14879165	+	24	NA	intron (ENST00000463861.5, intron 3 of 3)	protein_coding-intron (ENST00000217246.8, intron 5 of 16)	50403	ENST00000653740.1	ENSG00000235914	ENST00000439451			MACROD2-AS1			lncRNA
rep1_peak_4131	chr15	87045832	87046004	+	24	NA	intron (ENST00000681381.1, intron 3 of 3)	protein_coding-intron (ENST00000560803.2, intron 2 of 2)	7201	ENST00000560803.2	ENSG00000273540	ENST00000560803			AGBL1			protein_coding
rep1_peak_8515	chr3	63577038	63577232	+	24	NA	intron (ENST00000478744.1, intron 4 of 5)	protein_coding-intron (ENST00000295894.9, intron 3 of 4)	-27084	ENST00000488201.1	ENSG00000241359	ENST00000488201			SYNPR-AS1			lncRNA
rep1_peak_5536	chr18	3624108	3624421	+	24	NA	intron (ENST00000706956.1, intron 5 of 9)	protein_coding-intron (ENST00000315677.8, intron 7 of 12)	20292	ENST00000691824.1	ENSG00000262001	ENST00000692104			DLGAP1-AS2			lncRNA
rep1_peak_3120	chr13	29647185	29647427	+	24	NA	Intergenic	Intergenic	-51618	ENST00000380752.10	ENSG00000139514	ENST00000450494			SLC7A1			protein_coding
rep1_peak_4190	chr15	100713674	100713846	+	24	NA	Intergenic	Intergenic	-2489	ENST00000559755.1	ENSG00000259579	ENST00000559755			ENSG00000259579			lncRNA
rep1_peak_7456	chr20	32509711	32509883	+	24	NA	promoter-TSS (ENST00000620523.1)	lncRNA-promoter-TSS (ENST00000620523.1)	-162	ENST00000620523.1	ENSG00000277301	ENST00000620523			ENSG00000277301			lncRNA
rep1_peak_4637	chr16	56519827	56519965	+	24	NA	promoter-TSS (ENST00000562012.2)	protein_coding-promoter-TSS (ENST00000562012.2)	10	ENST00000682492.1	ENSG00000125124	ENST00000682658			BBS2			protein_coding
rep1_peak_326	chr1	7771133	7771280	+	24	NA	promoter-TSS (ENST00000054666.11)	protein_coding-promoter-TSS (ENST00000054666.11)	-90	ENST00000054666.11	ENSG00000049245	ENST00000487194			VAMP3			protein_coding
rep1_peak_3183	chr13	50245267	50245445	+	24	NA	intron (ENST00000483444.5, intron 1 of 2)	lncRNA-intron (ENST00000461527.7, intron 2 of 5)	21075	ENST00000483444.5	ENSG00000176124	ENST00000470593			DLEU1			lncRNA
rep1_peak_6034	chr19	35317598	35317699	+	24	NA	intron (ENST00000700969.1, intron 1 of 1)	lncRNA-intron (ENST00000700969.1, intron 1 of 1)	1400	ENST00000700969.1	ENSG00000289845	ENST00000700969			ENSG00000289845			lncRNA
rep1_peak_2137	chr11	44979058	44979230	+	24	NA	Intergenic	Intergenic	5001	ENST00000656313.1	ENSG00000254654	ENST00000670250			LINC02685			lncRNA
rep1_peak_10860	chr6	169933441	169933660	+	24	NA	Intergenic	Intergenic	-123448	ENST00000427017.1	ENSG00000236173	ENST00000427017			ENSG00000236173			lncRNA
rep1_peak_10213	chr6	27097312	27097484	+	24	NA	Intergenic	Intergenic	12582	ENST00000410868.1	ENSG00000222800	ENST00000410868			RNU2-62P			snRNA
rep1_peak_10703	chr6	108684965	108685137	+	23	NA	TTS (ENST00000343882.10)	protein_coding-TTS (ENST00000343882.10)	28705	ENST00000540898.1	ENSG00000118689	ENST00000406360			FOXO3			protein_coding
rep1_peak_8622	chr3	97282201	97282455	+	23	NA	intron (ENST00000389672.10, intron 5 of 17)	protein_coding-intron (ENST00000389672.10, intron 5 of 17)	-157282	ENST00000477384.6	ENSG00000080224	ENST00000477384			EPHA6			protein_coding
rep1_peak_268	chr1	1511711	1512073	+	23	NA	promoter-TSS (ENST00000339113.9)	protein_coding-promoter-TSS (ENST00000339113.9)	-270	ENST00000378756.8	ENSG00000197785	ENST00000339113			ATAD3A			protein_coding
rep1_peak_5276	chr17	50915214	50915386	+	23	NA	Intergenic	Intergenic	-5068	ENST00000573301.1	ENSG00000262006	ENST00000573301			ENSG00000262006			lncRNA
rep1_peak_3286	chr13	108218235	108218511	+	23	NA	promoter-TSS (ENST00000375898.4)	protein_coding-promoter-TSS (ENST00000375898.4)	-5	ENST00000405925.2	ENSG00000174405	ENST00000690127			LIG4			protein_coding
rep1_peak_2971	chr12	122266188	122266577	+	23	NA	promoter-TSS (ENST00000451053.3)	protein_coding-promoter-TSS (ENST00000451053.3)	34	ENST00000451053.3	ENSG00000139719	ENST00000542790			VPS33A			protein_coding
rep1_peak_7979	chr21	44215498	44215701	+	23	NA	exon (ENST00000643466.2, exon 7 of 7)	protein_coding-exon (ENST00000643466.2, exon 7 of 7)	-8200	ENST00000423967.2	ENSG00000232124	ENST00000423967			ENSG00000232124			lncRNA
rep1_peak_9255	chr4	88523590	88523762	+	23	NA	promoter-TSS (ENST00000273968.5)	protein_coding-promoter-TSS (ENST00000273968.5)	100	ENST00000273968.5	ENSG00000145337	ENST00000273968			PYURF			protein_coding
rep1_peak_6401	chr2	9168199	9168400	+	23	NA	Intergenic	Intergenic	25133	ENST00000474561.1	ENSG00000240980	ENST00000474561			ENSG00000240980			lncRNA
rep1_peak_5781	chr19	3500497	3500768	+	23	NA	promoter-TSS (ENST00000427575.6)	protein_coding-promoter-TSS (ENST00000427575.6)	5	ENST00000672935.1	ENSG00000129932	ENST00000427575			DOHH			protein_coding
rep1_peak_3871	chr15	40471738	40471910	+	23	NA	exon (ENST00000306243.7, exon 1 of 1)	protein_coding-exon (ENST00000306243.7, exon 1 of 1)	738	ENST00000559991.1	ENSG00000169105	ENST00000559991			CHST14			protein_coding
rep1_peak_1862	chr10	117003480	117003645	+	23	NA	intron (ENST00000392901.10, intron 2 of 17)	protein_coding-intron (ENST00000260777.14, intron 1 of 15)	1625	ENST00000355371.9	ENSG00000187164	ENST00000260777			SHTN1			protein_coding
rep1_peak_1773	chr10	93466400	93466514	+	23	NA	intron (ENST00000371489.5, intron 1 of 14)	protein_coding-intron (ENST00000358334.9, intron 1 of 52)	15737	ENST00000358334.9	ENSG00000138119	ENST00000358334			MYOF			protein_coding
rep1_peak_322	chr1	7223899	7224071	+	23	NA	intron (ENST00000700444.1, intron 4 of 7)	protein_coding-intron (ENST00000303635.12, intron 4 of 22)	4625	ENST00000384328.1	ENSG00000207056	ENST00000384328			RNU1-8P			snRNA
rep1_peak_4634	chr16	56344097	56344269	+	23	NA	exon (ENST00000262494.13, exon 8 of 8)	protein_coding-exon (ENST00000262494.13, exon 8 of 8)	3887	ENST00000564798.2	ENSG00000087258	ENST00000638705			GNAO1			protein_coding
rep1_peak_2700	chr12	50773869	50774049	+	23	NA	intron (ENST00000552487.1, intron 1 of 5)	protein_coding-intron (ENST00000262053.8, intron 1 of 6)	9450	ENST00000552487.1	ENSG00000123268	ENST00000552487			ATF1			protein_coding
rep1_peak_11442	chr7	131109954	131110172	+	23	NA	promoter-TSS (ENST00000416992.6)	protein_coding-promoter-TSS (ENST00000416992.6)	-33	ENST00000421797.6	ENSG00000128585	ENST00000494785			MKLN1			protein_coding
rep1_peak_6828	chr2	118321767	118321939	+	23	NA	Intergenic	Intergenic	-99603	ENST00000647942.1	ENSG00000226856	ENST00000687658			THORLNC			lncRNA
rep1_peak_5433	chr17	78132441	78132613	+	23	NA	promoter-TSS (ENST00000322914.7)	protein_coding-promoter-TSS (ENST00000322914.7)	38	ENST00000698568.1	ENSG00000167895	ENST00000591983			TMC8			protein_coding
rep1_peak_3429	chr14	50763500	50763716	+	23	NA	TTS (ENST00000706710.1)	protein_coding-TTS (ENST00000706710.1)	-1741	ENST00000673819.1	ENSG00000100503	ENST00000706707			NIN			protein_coding
rep1_peak_9114	chr4	37826749	37826860	+	23	NA	promoter-TSS (ENST00000505986.5)	protein_coding-promoter-TSS (ENST00000505986.5)	83	ENST00000512556.1	ENSG00000169299	ENST00000381967			PGM2			protein_coding
rep1_peak_2364	chr11	76783412	76783685	+	23	NA	promoter-TSS (ENST00000525167.1)	protein_coding-promoter-TSS (ENST00000525167.1)	192	ENST00000333090.5	ENSG00000182704	ENST00000612930			TSKU			protein_coding
rep1_peak_7484	chr20	37289663	37289856	+	23	NA	promoter-TSS (ENST00000397152.7)	protein_coding-promoter-TSS (ENST00000397152.7)	96	ENST00000397152.7	ENSG00000101363	ENST00000397152			MANBAL			protein_coding
rep1_peak_277	chr1	1891148	1891292	+	23	NA	promoter-TSS (ENST00000378609.9)	protein_coding-promoter-TSS (ENST00000378609.9)	-3	ENST00000689170.1	ENSG00000231050	ENST00000702668			GNB1-DT			lncRNA
rep1_peak_5789	chr19	3721423	3721621	+	23	NA	promoter-TSS (ENST00000587912.1)	protein_coding-promoter-TSS (ENST00000587912.1)	-95	ENST00000587912.1	ENSG00000105289	ENST00000586032			TJP3			protein_coding
rep1_peak_10720	chr6	114343121	114343258	+	23	NA	promoter-TSS (ENST00000312719.10)	protein_coding-promoter-TSS (ENST00000312719.10)	-166	ENST00000312719.10	ENSG00000249853	ENST00000312719			HS3ST5			protein_coding
rep1_peak_2665	chr12	45280236	45280413	+	23	NA	intron (ENST00000550630.5, intron 3 of 4)	protein_coding-intron (ENST00000320560.13, intron 1 of 19)	-12353	ENST00000679426.1	ENSG00000177119	ENST00000679761			ANO6			protein_coding
rep1_peak_4932	chr17	7478985	7479150	+	23	NA	intron (ENST00000311403.4, intron 1 of 3)	protein_coding-intron (ENST00000311403.4, intron 1 of 3)	564	ENST00000380599.9	ENSG00000174282	ENST00000380599			ZBTB4			protein_coding
rep1_peak_6605	chr2	66371024	66371196	+	23	NA	Intergenic	Intergenic	-12196	ENST00000428647.1	ENSG00000232164	ENST00000428647			LINC01873			lncRNA
rep1_peak_11775	chr8	70493266	70493556	+	23	NA	Intergenic	Intergenic	-12788	ENST00000521051.1	ENSG00000253143	ENST00000521051			ENSG00000253143			lncRNA
rep1_peak_10166	chr6	14449560	14449724	+	23	NA	intron (ENST00000666857.1, intron 1 of 2)	lncRNA-intron (ENST00000666857.1, intron 1 of 2)	17959	ENST00000666857.1	ENSG00000286277	ENST00000666857			ENSG00000286277			lncRNA
rep1_peak_6864	chr2	128302157	128302321	+	23	NA	intron (ENST00000494089.1, intron 1 of 1)	protein_coding-intron (ENST00000259241.7, intron 1 of 1)	-12043	ENST00000463963.1	ENSG00000136720	ENST00000469019			HS6ST1			protein_coding
rep1_peak_6861	chr2	127885799	127886168	+	23	NA	promoter-TSS (ENST00000272647.10)	protein_coding-promoter-TSS (ENST00000272647.10)	-16	ENST00000680246.1	ENSG00000144233	ENST00000272647			AMMECR1L			protein_coding
rep1_peak_339	chr1	10210332	10210504	+	23	NA	promoter-TSS (ENST00000263934.10)	protein_coding-promoter-TSS (ENST00000263934.10)	-152	ENST00000676179.1	ENSG00000054523	ENST00000377083			KIF1B			protein_coding
rep1_peak_2252	chr11	66336557	66336724	+	23	NA	promoter-TSS (ENST00000311320.9)	protein_coding-promoter-TSS (ENST00000311320.9)	200	ENST00000530056.1	ENSG00000174791	ENST00000528006			RIN1			protein_coding
rep1_peak_11740	chr8	56993811	56993956	+	23	NA	promoter-TSS (ENST00000262644.9)	protein_coding-promoter-TSS (ENST00000262644.9)	-16	ENST00000262644.9	ENSG00000104331	ENST00000262644			BPNT2			protein_coding
rep1_peak_184	KI270734.1	131471	131629	+	23	NA	promoter-TSS (ENST00000613204.1)	protein_coding-promoter-TSS (ENST00000613204.1)	56	ENST00000613204.1	ENSG00000278817	ENST00000613204			ENSG00000278817			protein_coding
rep1_peak_1027	chr1	155091650	155091746	+	22	NA	Intergenic	Intergenic	6176	ENST00000498667.1	ENSG00000143590	ENST00000368408			EFNA3			protein_coding
rep1_peak_660	chr1	96059835	96060007	+	22	NA	Intergenic	Intergenic	49225	ENST00000631091.1	ENSG00000237435	ENST00000623349			LINC02790			lncRNA
rep1_peak_12325	chr9	88389038	88389204	+	22	NA	promoter-TSS (ENST00000483785.1)	protein_coding-promoter-TSS (ENST00000483785.1)	92	ENST00000666913.1	ENSG00000287769	ENST00000666913			ENSG00000287769			lncRNA
rep1_peak_3975	chr15	67125765	67125937	+	22	NA	exon (ENST00000540846.6, exon 1 of 9)	protein_coding-exon (ENST00000540846.6, exon 1 of 9)	135	ENST00000540846.6	ENSG00000166949	ENST00000560424			SMAD3			protein_coding
rep1_peak_3657	chr14	104752978	104753181	+	22	NA	promoter-TSS (ENST00000329967.11)	protein_coding-promoter-TSS (ENST00000329967.11)	-68	ENST00000535554.4	ENSG00000184990	ENST00000347067			SIVA1			protein_coding
rep1_peak_4721	chr16	74296631	74296805	+	22	NA	promoter-TSS (ENST00000219313.9)	protein_coding-promoter-TSS (ENST00000219313.9)	33	ENST00000569389.5	ENSG00000261404	ENST00000641560			PSMD7-DT			lncRNA
rep1_peak_750	chr1	120724937	120725087	+	22	NA	intron (ENST00000652763.1, intron 1 of 7)	protein_coding-intron (ENST00000620612.6, intron 1 of 35)	1063	ENST00000652763.1	ENSG00000273136	ENST00000620612			NBPF26			protein_coding
rep1_peak_2757	chr12	56635123	56635276	+	22	NA	intron (ENST00000550730.1, intron 2 of 4)	protein_coding-intron (ENST00000379441.7, intron 1 of 29)	1119	ENST00000549506.5	ENSG00000076108	ENST00000549763			BAZ2A			protein_coding
rep1_peak_7845	chr21	9819430	9819602	+	22	NA	intron (ENST00000651050.1, intron 1 of 1)	lncRNA-intron (ENST00000651050.1, intron 1 of 1)	-2683	ENST00000651542.1	ENSG00000293035	ENST00000623554			LINC01667			lncRNA
rep1_peak_1234	chr1	205317529	205317701	+	22	NA	intron (ENST00000367157.6, intron 1 of 6)	protein_coding-intron (ENST00000367157.6, intron 1 of 6)	4130	ENST00000367157.6	ENSG00000163545	ENST00000367157			NUAK2			protein_coding
rep1_peak_7283	chr20	18902258	18902468	+	22	NA	Intergenic	Intergenic	-72210	ENST00000623418.1	ENSG00000149443	ENST00000623418			SCP2D1-AS1			lncRNA
rep1_peak_1179	chr1	186152899	186153071	+	22	NA	promoter-TSS (ENST00000475585.1)	protein_coding-promoter-TSS (ENST00000475585.1)	-841	ENST00000475585.1	ENSG00000143341	ENST00000475585			HMCN1			protein_coding
rep1_peak_1269	chr1	221742853	221743025	+	22	NA	promoter-TSS (ENST00000366899.4)	protein_coding-promoter-TSS (ENST00000366899.4)	-850	ENST00000366899.4	ENSG00000143507	ENST00000468085			DUSP10			protein_coding
rep1_peak_9604	chr5	43042499	43042778	+	22	NA	exon (ENST00000399543.1, exon 1 of 2)	lncRNA-exon (ENST00000399543.1, exon 1 of 2)	349	ENST00000669102.1	ENSG00000215068	ENST00000505541			ANXA2R-AS1			lncRNA
rep1_peak_6840	chr2	120541422	120541620	+	22	NA	Intergenic	Intergenic	2805	ENST00000413991.1	ENSG00000237614	ENST00000651018			ENSG00000237614			lncRNA
rep1_peak_11405	chr7	113743202	113743374	+	22	NA	Intergenic	Intergenic	175708	ENST00000284602.1	ENSG00000154415	ENST00000449795			PPP1R3A			protein_coding
rep1_peak_6332	chr19	55245391	55245610	+	22	NA	promoter-TSS (ENST00000615997.1)	miRNA-promoter-TSS (ENST00000615997.1)	-250	ENST00000615997.1	ENSG00000278264	ENST00000615997			MIR6803			miRNA
rep1_peak_890	chr1	144077601	144077851	+	22	NA	Intergenic	Intergenic	-7902	ENST00000613775.1	ENSG00000276674	ENST00000613775			IGKV1OR1-1			IG_V_pseudogene
rep1_peak_8348	chr3	13278045	13278188	+	22	NA	intron (ENST00000648114.1, intron 1 of 15)	protein_coding-intron (ENST00000648114.1, intron 1 of 15)	5165	ENST00000648114.1	ENSG00000144711	ENST00000707112			IQSEC1			protein_coding
rep1_peak_10886	chr7	521989	522101	+	21	NA	promoter-TSS (ENST00000656962.1)	lncRNA-promoter-TSS (ENST00000656962.1)	-434	ENST00000690212.2	ENSG00000223855	ENST00000689970			PDGFA-DT			lncRNA
rep1_peak_8158	chr22	28800635	28800787	+	21	NA	promoter-TSS (ENST00000216037.10)	protein_coding-promoter-TSS (ENST00000216037.10)	2	ENST00000585003.1	ENSG00000226471	ENST00000692644			ENSG00000226471			lncRNA
rep1_peak_4773	chr16	85322009	85322201	+	21	NA	intron (ENST00000637419.1, intron 1 of 2)	protein_coding-intron (ENST00000637419.1, intron 1 of 2)	-15780	ENST00000583199.1	ENSG00000266307	ENST00000583199			MIR5093			miRNA
rep1_peak_6926	chr2	150486204	150486494	+	21	NA	promoter-TSS (ENST00000409557.5)	protein_coding-promoter-TSS (ENST00000409557.5)	517	ENST00000497865.5	ENSG00000115963	ENST00000454202			RND3			protein_coding
rep1_peak_1277	chr1	224511142	224511263	+	21	NA	intron (ENST00000483512.5, intron 1 of 2)	protein_coding-intron (ENST00000471578.5, intron 1 of 5)	-2486	ENST00000496372.1	ENSG00000143786	ENST00000470602			CNIH3			protein_coding
